Crash ID,County,Crash Severity,Crash Time,Day of Week,Latitude,Longitude,Weather Condition
11230347,Harris,Killed,345,Friday,29.81686586,-95.64553308,Clear
11232793,Harris,Not Injured,240,Friday,29.73615953,-95.60589787,Unknown
11325494,Harris,Not Injured,51,Friday,29.62143675,-95.19936892,Clear
11337749,Harris,Not Injured,500,Friday,29.75483481,-95.62537302,Clear
11363168,Harris,Not Injured,2125,Friday,29.84629684,-95.54360327,Clear
11415964,Harris,Possible Injury,1925,Friday,29.73299481,-95.57180304,Clear
11416388,Harris,Not Injured,21,Friday,29.73430634,-95.37062836,Clear
11426036,Harris,Not Injured,246,Friday,29.80227666,-95.4612887,Clear
11775416,Harris,Unknown,2125,Friday,29.84629684,-95.54360327,Clear
11776736,Harris,Non-Incapacitating Injury,230,Friday,29.62579483,-95.3395831,Clear
14956816,Harris,Killed,525,Friday,29.77152621,-95.20111912,Clear
11233282,Harris,Non-Incapacitating Injury,2330,Saturday,29.84923479,-95.40298308,Clear
11330266,Harris,Non-Incapacitating Injury,223,Saturday,29.71661482,-95.55797304,Clear
11358472,Harris,Killed,1729,Saturday,29.81288894,-95.43550693,Cloudy
11232738,Harris,Unknown,430,Sunday,29.81442132,-95.4157794,Clear
11260025,Fort Bend,Unknown,900,Sunday,29.58873831,-95.49218613,Cloudy
11262323,Harris,Possible Injury,1145,Sunday,29.66743482,-95.58872304,Clear
11776684,Harris,Possible Injury,2345,Sunday,29.66743482,-95.58872304,Clear
11232930,Harris,Not Injured,1725,Monday,29.7704348,-95.41057308,Clear
11416227,Harris,Unknown,400,Monday,29.67886482,-95.36890309,Clear
11416712,Harris,Not Injured,1725,Monday,29.7704348,-95.41057308,Clear
11152351,Harris,Not Injured,2100,Tuesday,29.57931184,-95.14324474,Clear
11989017,Harris,Not Injured,1745,Tuesday,29.75763143,-95.33081,Clear
11164658,Harris,Not Injured,2255,Wednesday,29.71783481,-95.3204131,Cloudy
11683946,Harris,Not Injured,2137,Wednesday,29.7276348,-95.53924305,Rain
11306296,Harris,Not Injured,230,Thursday,29.73134481,-95.61965303,Clear
11360277,Harris,Killed,300,Thursday,29.78485741,-95.63982253,Cloudy
11329682,Harris,Not Injured,1740,Friday,29.7526748,-95.36064309,Clear
12110351,Harris,Possible Injury,1755,Friday,29.74654779,-95.41879892,Cloudy
11236330,Harris,Not Injured,20,Saturday,29.74465481,-95.38965308,Clear
11257115,Harris,Not Injured,1935,Saturday,29.7712949,-95.20635926,Clear
11607713,Harris,Not Injured,20,Saturday,29.74465481,-95.38965308,Clear
11979700,Harris,Killed,135,Saturday,29.84733911,-95.33352576,Clear
11174173,Harris,Non-Incapacitating Injury,1918,Sunday,29.7794948,-95.53170305,Clear
11206761,Harris,Unknown,430,Sunday,29.75201367,-95.40140561,Unknown
11233005,Harris,Possible Injury,206,Sunday,29.73056563,-95.42226855,Clear
11337038,Harris,Non-Incapacitating Injury,2159,Sunday,29.85026478,-95.38451308,Clear
11409709,Harris,Not Injured,150,Sunday,29.6894989,-95.56161286,Clear
11436162,Harris,Unknown,259,Sunday,29.72556481,-95.41278308,Clear
11230433,Harris,Not Injured,445,Monday,29.8132222,-95.34236309,Clear
11235196,Harris,Not Injured,2,Monday,29.7742348,-95.36624309,Clear
11450133,Harris,Not Injured,2100,Tuesday,29.77129956,-95.20626467,Clear
11781680,Harris,Unknown,630,Tuesday,29.72820038,-95.49371068,Clear
11168667,Harris,Possible Injury,705,Thursday,29.6920648,-95.24083312,Rain
11326970,Harris,Not Injured,1920,Thursday,29.70439954,-95.5572995,Rain
11435633,Harris,Not Injured,230,Thursday,29.74369113,-95.41076308,Rain
11348746,Harris,Possible Injury,2140,Friday,29.80516253,-95.54032733,Rain
11450104,Harris,Possible Injury,215,Friday,29.63558465,-95.4656047,Clear
11610596,Harris,Not Injured,2306,Friday,29.84178254,-95.38443308,Rain
11758569,Harris,Not Injured,2220,Friday,29.69089259,-95.47938208,Rain
11168549,Harris,Non-Incapacitating Injury,1950,Saturday,29.7837966,-95.45986959,Clear
11194549,Harris,Not Injured,2250,Saturday,29.69470786,-95.40501637,Clear
11195910,Harris,Not Injured,2113,Saturday,29.73291144,-95.37501681,Clear
11233241,Fort Bend,Not Injured,2305,Saturday,29.58921007,-95.46646537,Clear
11257120,Harris,Not Injured,2328,Saturday,30.06913473,-95.18403312,Clear
11319598,Harris,Not Injured,21,Saturday,29.70382673,-95.57129292,Rain
11387702,Harris,Unknown,100,Saturday,29.68720481,-95.28435311,Rain
11427206,Harris,Not Injured,2130,Saturday,29.56169044,-95.12677617,Cloudy
11438226,Harris,Unknown,1030,Saturday,29.80286539,-95.24047356,Unknown
12118315,Harris,Not Injured,2050,Saturday,29.67497482,-95.28206311,Clear
11205609,Harris,Non-Incapacitating Injury,2310,Sunday,29.83400479,-95.3289931,Clear
11236496,Harris,Non-Incapacitating Injury,325,Sunday,29.72917201,-95.64398371,Clear
11260026,Harris,Not Injured,1845,Sunday,29.65386982,-95.48352619,Clear
11300529,Harris,Not Injured,10,Sunday,29.65677327,-95.57074252,Clear
11344673,Harris,Possible Injury,449,Sunday,29.86763478,-95.48819305,Clear
11348926,Harris,Not Injured,257,Sunday,29.73184607,-95.46096089,Cloudy
11408644,Harris,Not Injured,125,Sunday,30.04919604,-95.18691695,Clear
11606508,Harris,Incapacitating Injury,1430,Sunday,29.65751179,-95.53788712,Clear
11720608,Harris,Killed,1824,Sunday,29.91803812,-95.41256425,Clear
11206294,Harris,Not Injured,1750,Monday,29.78007288,-95.29646783,Cloudy
11260186,Harris,Non-Incapacitating Injury,308,Monday,29.73423481,-95.40446308,Clear
11411499,Harris,Non-Incapacitating Injury,140,Monday,29.74551481,-95.39169937,Clear
11427568,Harris,Non-Incapacitating Injury,1922,Monday,30.06850792,-95.21549606,Clear
11613783,Harris,Killed,2025,Monday,29.60043985,-95.298542,Clear
11318163,Harris,Not Injured,2320,Tuesday,29.74245805,-95.41519213,Clear
11389945,Harris,Unknown,2245,Tuesday,29.73273481,-95.3281931,Clear
11196613,Harris,Not Injured,1835,Wednesday,29.7290665,-95.52058216,Clear
11877523,Harris,Not Injured,2252,Wednesday,29.83066643,-95.56428176,Cloudy
11298428,Harris,Non-Incapacitating Injury,2015,Thursday,29.65903483,-95.59202304,Clear
11775805,Harris,Non-Incapacitating Injury,2345,Thursday,29.74370481,-95.38049309,Clear
11205853,Harris,Unknown,1400,Friday,29.6603207,-95.50855306,Clear
11300093,Harris,Not Injured,1235,Friday,29.6795711,-95.27172291,Clear
12385106,Harris,Not Injured,30,Friday,29.96077919,-95.54740143,Clear
11234308,Harris,Non-Incapacitating Injury,605,Saturday,29.67761599,-95.42728712,Cloudy
11330660,Harris,Not Injured,2350,Saturday,29.7824748,-95.56981304,Clear
11387012,Harris,Unknown,57,Saturday,29.7237315,-95.52353506,Clear
11426711,Harris,Possible Injury,2030,Saturday,29.96087704,-95.5475229,Clear
11613784,Harris,Killed,421,Saturday,29.73615946,-95.60590286,Cloudy
11180843,Harris,Unknown,25,Sunday,29.86289021,-95.33525658,Clear
11234333,Harris,Non-Incapacitating Injury,510,Sunday,29.8561537,-95.40033984,Clear
11522404,Harris,Possible Injury,230,Sunday,29.80804416,-95.43811698,Clear
11677572,Harris,Unknown,2325,Sunday,29.7454948,-95.3187431,Clear
12117259,Harris,Possible Injury,145,Sunday,29.83415478,-95.3188731,Clear
11453049,Harris,Possible Injury,1920,Monday,29.84852075,-95.473385,Clear
11167629,Harris,Non-Incapacitating Injury,2111,Tuesday,29.92408477,-95.35578309,Clear
11195148,Harris,Non-Incapacitating Injury,2345,Tuesday,29.75577954,-95.64456241,Clear
11195150,Harris,Incapacitating Injury,232,Tuesday,29.73401445,-95.41947767,Clear
11276823,Harris,Killed,2210,Wednesday,29.67943297,-95.43960423,Cloudy
11257093,Harris,Non-Incapacitating Injury,2328,Thursday,29.62775482,-95.22595313,Rain
11298414,Harris,Possible Injury,1909,Thursday,29.82106479,-95.50961305,Clear
11195045,Harris,Unknown,200,Friday,29.7377724,-95.48819629,Rain
11195824,Harris,Unknown,200,Friday,29.7377724,-95.48819629,Rain
11307540,Harris,Unknown,1635,Friday,29.81901479,-95.38296787,Clear
11326790,Harris,Not Injured,35,Friday,29.78421641,-95.46590505,Rain
11354311,Harris,Possible Injury,2255,Friday,29.68951482,-95.50919306,Clear
11448168,Harris,Not Injured,30,Friday,29.7474448,-95.38965308,Clear
11449999,Harris,Not Injured,1330,Friday,29.68079634,-95.53010912,Clear
11453046,Harris,Not Injured,1810,Friday,29.83460481,-95.38430308,Cloudy
11462143,Harris,Possible Injury,2330,Friday,29.7370588,-95.54810041,Clear
11777710,Harris,Not Injured,2302,Friday,29.96077919,-95.54740143,Clear
11224682,Harris,Unknown,2220,Saturday,29.72728481,-95.61725303,Cloudy
11298544,Harris,Non-Incapacitating Injury,2250,Saturday,29.86442478,-95.38475308,Clear
11398693,Harris,Not Injured,200,Saturday,29.8089348,-95.44196307,Clear
11488299,Harris,Not Injured,10,Saturday,29.83772184,-95.36597428,Clear
11194412,Harris,Not Injured,28,Sunday,29.74319481,-95.37964309,Clear
11228876,Harris,Not Injured,3,Sunday,29.94002494,-95.29589594,Clear
11228877,Harris,Not Injured,2301,Sunday,29.87089478,-95.36449309,Clear
11243374,Harris,Not Injured,244,Sunday,29.7878035,-95.59034115,Clear
11331376,Harris,Not Injured,1830,Sunday,29.68869639,-95.55353566,Clear
11487561,Harris,Not Injured,2145,Sunday,29.7966208,-95.35946097,Clear
11517068,Harris,Unknown,600,Sunday,29.76317614,-95.42729307,Clear
11550706,Harris,Not Injured,245,Sunday,29.67976089,-95.42593221,Clear
11229825,Harris,Not Injured,1605,Monday,29.78195479,-95.3104731,Cloudy
11230418,Harris,Not Injured,1419,Monday,29.92014477,-95.40673307,Unknown
11320995,Harris,Killed,520,Monday,29.82066782,-95.43337829,Cloudy
11337698,Harris,Not Injured,2335,Monday,29.71231952,-95.51803646,Cloudy
11411425,Harris,Not Injured,2300,Monday,29.78464594,-95.57763726,Clear
11317768,Harris,Not Injured,1925,Tuesday,29.71755779,-95.31925699,Clear
11371354,Harris,Not Injured,1720,Tuesday,29.8218335,-95.52041149,Clear
11386968,Harris,Not Injured,28,Tuesday,29.70321782,-95.32004912,Clear
11394294,Harris,Possible Injury,1828,Tuesday,29.72215481,-95.3226731,Clear
11318031,Harris,Possible Injury,2215,Wednesday,29.73169481,-95.41063308,Rain
11319126,Harris,Not Injured,2340,Wednesday,29.84881651,-95.32785505,Rain
11395907,Harris,Not Injured,1715,Wednesday,29.71964222,-95.52008372,Rain
11205687,Harris,Not Injured,1807,Thursday,29.8372372,-95.38409793,Cloudy
11207082,Harris,Possible Injury,110,Thursday,29.7840047,-95.4852592,Rain
11778928,Harris,Not Injured,1240,Thursday,29.86552789,-95.56388131,Cloudy
11204996,Harris,Not Injured,335,Friday,29.7375674,-95.50102306,Clear
11207133,Harris,Not Injured,240,Friday,29.77651389,-95.3986988,Clear
11268218,Harris,Possible Injury,2340,Friday,29.81482479,-95.35661309,Clear
11306536,Harris,Non-Incapacitating Injury,1620,Friday,29.73691111,-95.55973559,Clear
11315154,Harris,Possible Injury,2325,Friday,29.84543477,-95.39432307,Clear
11394867,Harris,Not Injured,1930,Friday,29.75435345,-95.33408443,Clear
11517091,Harris,Not Injured,1750,Friday,29.84088479,-95.47325306,Clear
11534045,Harris,Killed,500,Friday,29.69344616,-95.32232271,Cloudy
11205865,Harris,Not Injured,2140,Saturday,29.85328478,-95.3276231,Clear
11216546,Harris,Unknown,315,Saturday,29.6480118,-95.4624261,Clear
11218062,Harris,Possible Injury,1610,Saturday,29.93263226,-95.38065263,Clear
11230747,Harris,Not Injured,1840,Saturday,29.8139555,-95.52619729,Clear
11309150,Harris,Possible Injury,230,Saturday,29.75676244,-95.38570088,Clear
11320981,Harris,Killed,220,Saturday,29.77598301,-95.34012008,Clear
11475517,Harris,Killed,220,Saturday,29.65301097,-95.25171119,Clear
11548288,Harris,Not Injured,0,Saturday,29.7660648,-95.40937308,Cloudy
11781764,Harris,Not Injured,230,Saturday,29.75993141,-95.362533,Clear
11781788,Harris,Not Injured,2352,Saturday,29.82845479,-95.39769308,Clear
11205866,Harris,Not Injured,53,Sunday,29.83762479,-95.35623309,Clear
11207004,Harris,Not Injured,1045,Sunday,29.67657482,-95.26670312,Cloudy
11228873,Harris,Not Injured,220,Sunday,29.7476683,-95.38246194,Clear
11243391,Harris,Not Injured,1802,Sunday,29.78036958,-95.45349321,Clear
11337545,Harris,Not Injured,0,Sunday,29.83237503,-95.52967612,Clear
11304928,Harris,Possible Injury,138,Monday,29.7302306,-95.40442308,Clear
11309364,Harris,Not Injured,10,Monday,29.73790161,-95.47662156,Clear
11330016,Harris,Not Injured,2100,Tuesday,29.7742548,-95.33580309,Clear
11394992,Harris,Possible Injury,1400,Tuesday,29.77649671,-95.30323311,Clear
11548710,Harris,Killed,400,Tuesday,29.87099804,-95.4146911,Clear
11777769,Harris,Not Injured,30,Tuesday,29.70047568,-95.29309845,Clear
11777770,Harris,Possible Injury,1630,Tuesday,29.75960504,-95.55747731,Clear
11216287,Harris,Possible Injury,1805,Wednesday,29.82827479,-95.42966307,Rain
11217518,Harris,Not Injured,237,Wednesday,29.62780482,-95.22685,Clear
11775871,Harris,Not Injured,1740,Wednesday,29.70487482,-95.5411922,Cloudy
12118255,Harris,Not Injured,135,Wednesday,29.81438072,-95.43743494,Clear
11338842,Harris,Non-Incapacitating Injury,1907,Thursday,29.71813481,-95.37031309,Rain
11362595,Harris,Unknown,145,Thursday,29.71480074,-95.41489663,Rain
11672029,Harris,Not Injured,2146,Thursday,29.8109748,-95.4998526,Rain
11672030,Harris,Not Injured,2146,Thursday,29.8108548,-95.50090305,Rain
11775949,Harris,Not Injured,1820,Thursday,29.67805075,-95.56011249,Rain
12233436,Harris,Unknown,1845,Thursday,29.7711514,-95.42376636,Rain
11215630,Harris,Possible Injury,2030,Friday,29.89826965,-95.41226196,Clear
11217488,Harris,Possible Injury,100,Friday,29.7146412,-95.31460533,Rain
11218526,Harris,Not Injured,2310,Friday,29.74292371,-95.41074979,Clear
11487484,Harris,Not Injured,2112,Friday,29.77064724,-95.18572887,Cloudy
11194305,Harris,Not Injured,2350,Saturday,29.73059027,-95.42029031,Clear
11217764,Harris,Non-Incapacitating Injury,140,Saturday,29.74066132,-95.46451974,Clear
11304875,Harris,Non-Incapacitating Injury,517,Saturday,29.73924789,-95.37885136,Clear
11304876,Fort Bend,Not Injured,1645,Saturday,29.66203483,-95.61919303,Clear
11307094,Harris,Not Injured,1405,Saturday,29.64419224,-95.50836306,Clear
11307211,Harris,Not Injured,315,Saturday,29.57065227,-95.10521756,Clear
11395280,Fort Bend,Non-Incapacitating Injury,1820,Saturday,29.59622238,-95.4667643,Clear
11217652,Harris,Not Injured,300,Sunday,29.83394957,-95.60485464,Clear
11217759,Harris,Not Injured,830,Sunday,29.76832878,-95.29392142,Clear
11270241,Harris,Not Injured,2130,Sunday,29.78663189,-95.21868824,Unknown
11304884,Harris,Not Injured,2319,Sunday,29.72367481,-95.49295306,Clear
11307460,Harris,Not Injured,1842,Sunday,29.86437478,-95.39114308,Cloudy
11307866,Harris,Possible Injury,1852,Sunday,29.84805478,-95.3238231,Clear
11318548,Harris,Not Injured,2116,Sunday,29.74001059,-95.33017823,Cloudy
11408638,Harris,Not Injured,2115,Sunday,29.74001059,-95.33017823,Cloudy
11427453,Harris,Not Injured,2320,Sunday,29.93948746,-95.33174022,Cloudy
11449661,Harris,Non-Incapacitating Injury,348,Sunday,29.80144434,-95.48487921,Clear
11498034,Harris,Possible Injury,2350,Sunday,29.69401787,-95.40800731,Rain
11215985,Harris,Not Injured,2125,Monday,29.75289963,-95.60617377,Clear
11345582,Harris,Not Injured,2300,Monday,29.88841769,-95.42168926,Clear
11387093,Harris,Not Injured,10,Monday,29.75393998,-95.41073308,Rain
11487347,Harris,Unknown,2054,Monday,29.70389367,-95.40693371,Clear
11548150,Harris,Not Injured,2240,Monday,29.70093768,-95.375299,Clear
11651881,Harris,Not Injured,100,Monday,29.77088968,-95.21372496,Clear
11871386,Harris,Not Injured,229,Monday,29.67604919,-95.59538332,Clear
11194408,Harris,Not Injured,2350,Tuesday,29.83321917,-95.49229587,Clear
11319161,Harris,Not Injured,2245,Tuesday,29.73614008,-95.53146759,Clear
11388569,Harris,Not Injured,2320,Tuesday,29.95036158,-95.42218307,Clear
11777948,Harris,Not Injured,2247,Tuesday,29.75710607,-95.3597041,Clear
11777977,Harris,Not Injured,2350,Tuesday,29.83321917,-95.49229587,Clear
11777987,Harris,Not Injured,1730,Tuesday,29.80935793,-95.43988616,Clear
11304886,Harris,Unknown,2120,Wednesday,29.7283297,-95.54422568,Clear
11318535,Harris,Not Injured,625,Wednesday,29.85901479,-95.55853304,Clear
11216339,Harris,Not Injured,2135,Thursday,29.73767065,-95.49662885,Clear
11411388,Harris,Not Injured,1530,Thursday,29.65595957,-95.3554276,Clear
11215823,Harris,Possible Injury,1910,Friday,29.83577479,-95.34271309,Clear
11218011,Harris,Not Injured,120,Friday,29.73288481,-95.43357307,Clear
11354338,Harris,Not Injured,205,Friday,29.6792622,-95.45213045,Clear
11550861,Harris,Unknown,2250,Friday,29.79818479,-95.36798309,Clear
11217342,Harris,Not Injured,1111,Saturday,29.81535427,-95.37604555,Clear
11218419,Harris,Not Injured,2301,Saturday,29.7815948,-95.38771625,Clear
11309425,Harris,Non-Incapacitating Injury,1220,Saturday,29.68195408,-95.29024636,Clear
11309484,Harris,Possible Injury,245,Saturday,29.70338639,-95.61491612,Clear
11310056,Harris,Possible Injury,1925,Saturday,29.64514753,-95.40705051,Cloudy
11319589,Harris,Possible Injury,2150,Saturday,30.06281473,-95.15578313,Clear
11337071,Harris,Non-Incapacitating Injury,432,Saturday,29.7039152,-95.57534411,Clear
11346182,Harris,Incapacitating Injury,1600,Saturday,29.7719948,-95.42481307,Cloudy
11496535,Harris,Possible Injury,1110,Saturday,29.68138925,-95.30565169,Clear
11772644,Harris,Not Injured,1915,Saturday,29.67573336,-95.28925953,Clear
11309423,Harris,Not Injured,248,Sunday,29.72938623,-95.5124647,Fog
11330292,Harris,Unknown,113,Sunday,29.69376558,-95.42977649,Clear
11346647,Harris,Unknown,309,Sunday,29.73859481,-95.40711308,Clear
11367977,Harris,Not Injured,220,Sunday,29.8030148,-95.50086305,Clear
11436392,Harris,Not Injured,50,Sunday,29.81353096,-95.37532021,Clear
11448019,Harris,Unknown,1928,Sunday,29.72005481,-95.48491306,Clear
11449881,Harris,Possible Injury,300,Sunday,29.7896148,-95.58626303,Cloudy
11517970,Harris,Non-Incapacitating Injury,138,Sunday,29.7736348,-95.38266308,Clear
11576326,Harris,Not Injured,305,Sunday,29.7368348,-95.29922311,Clear
11216028,Harris,Not Injured,250,Monday,29.7342292,-95.64404549,Clear
11398732,Harris,Incapacitating Injury,1930,Monday,29.68895482,-95.58764304,Clear
11771555,Harris,Possible Injury,2054,Monday,29.85962423,-95.39111468,Clear
11771559,Harris,Not Injured,114,Monday,29.78965466,-95.33046147,Clear
11779169,Harris,Unknown,310,Monday,29.92166627,-95.40942274,Cloudy
11268182,Harris,Not Injured,2130,Tuesday,29.65797741,-95.46402307,Clear
11229943,Harris,Not Injured,1500,Wednesday,29.8030148,-95.49979817,Clear
11231096,Harris,Possible Injury,125,Wednesday,29.94013164,-95.41380397,Clear
11355822,Harris,Possible Injury,210,Wednesday,29.7370048,-95.55316305,Cloudy
11309386,Harris,Not Injured,1730,Thursday,29.73591187,-95.61961294,Clear
11319511,Harris,Not Injured,1110,Thursday,29.74270998,-95.40207308,Clear
11416282,Harris,Not Injured,2050,Thursday,29.85585478,-95.41911307,Clear
11231082,Harris,Not Injured,2345,Friday,29.8287948,-95.47271306,Clear
11242344,Harris,Not Injured,1745,Friday,29.6583546,-95.35547428,Clear
11320583,Harris,Not Injured,1350,Friday,29.73790126,-95.47665313,Clear
11329405,Harris,Non-Incapacitating Injury,1810,Friday,29.73416058,-95.41318873,Cloudy
11340409,Harris,Not Injured,2157,Friday,29.98123475,-95.30854309,Clear
11387077,Harris,Not Injured,1645,Friday,29.81723053,-95.38254192,Clear
11427543,Harris,Possible Injury,220,Friday,29.77129956,-95.20626467,Clear
11435695,Harris,Not Injured,1750,Friday,29.84038479,-95.48230305,Cloudy
11758785,Harris,Incapacitating Injury,2245,Friday,29.56229484,-95.14522314,Clear
11877492,Harris,Not Injured,230,Friday,29.75619068,-95.36559057,Cloudy
12231771,Harris,Not Injured,2135,Friday,29.85619216,-95.31245786,Clear
11221515,Harris,Non-Incapacitating Injury,259,Saturday,29.94020867,-95.27648235,Clear
11230031,Harris,Not Injured,1930,Saturday,29.80133369,-95.35141342,Clear
11231032,Harris,Not Injured,1917,Saturday,29.7908048,-95.38783308,Clear
11234048,Harris,Not Injured,2100,Saturday,29.67850482,-95.40322308,Clear
11319640,Harris,Not Injured,2250,Saturday,29.91493363,-95.41257184,Clear
11330611,Harris,Not Injured,1745,Saturday,29.67976089,-95.42593221,Clear
11478255,Harris,Non-Incapacitating Injury,100,Saturday,29.80721267,-95.4589443,Clear
11230531,Harris,Not Injured,1800,Sunday,29.73934887,-95.31430438,Clear
11230635,Harris,Not Injured,150,Sunday,29.94753616,-95.41641217,Clear
11230636,Harris,Not Injured,120,Sunday,29.57914345,-95.1369709,Clear
11230637,Harris,Possible Injury,245,Sunday,29.76303699,-95.41366705,Clear
11233827,Harris,Non-Incapacitating Injury,100,Sunday,29.82717067,-95.56994233,Clear
11243289,Harris,Not Injured,2242,Sunday,29.7330432,-95.48438038,Clear
11309001,Harris,Not Injured,2130,Sunday,29.80098949,-95.22210141,Cloudy
11320985,Harris,Killed,228,Sunday,29.84878436,-95.32760534,Clear
11330902,Harris,Possible Injury,120,Sunday,29.76795255,-95.32137339,Cloudy
11369895,Harris,Not Injured,112,Sunday,29.8374714,-95.35371882,Clear
11387738,Harris,Not Injured,2110,Sunday,29.76263207,-95.40915321,Clear
11319590,Harris,Not Injured,22,Monday,29.65153622,-95.28878541,Clear
11337648,Harris,Not Injured,2300,Monday,29.86523177,-95.42954365,Cloudy
11499630,Harris,Non-Incapacitating Injury,1750,Monday,29.77588326,-95.56283721,Cloudy
11229426,Harris,Not Injured,1600,Tuesday,29.56965637,-95.16890717,Clear
11341837,Harris,Incapacitating Injury,100,Tuesday,29.68913423,-95.55506081,Cloudy
11346013,Harris,Not Injured,2340,Tuesday,29.81089794,-95.36170692,Clear
11354871,Harris,Unknown,500,Tuesday,29.73600187,-95.40473318,Unknown
11257584,Harris,Non-Incapacitating Injury,1941,Wednesday,29.57173887,-95.10114677,Clear
11240663,Harris,Possible Injury,203,Thursday,29.89210467,-95.3010605,Clear
11255688,Harris,Not Injured,120,Friday,29.94056061,-95.41395912,Clear
11337116,Harris,Not Injured,2028,Friday,29.74838514,-95.41876106,Clear
11337233,Harris,Not Injured,2245,Friday,29.98246647,-95.27694215,Clear
11337539,Harris,Not Injured,1655,Friday,29.8053266,-95.21784475,Cloudy
11347201,Harris,Possible Injury,2155,Friday,29.6117626,-95.27923948,Clear
11395640,Harris,Not Injured,205,Friday,29.7683248,-95.38274308,Clear
11647365,Harris,Killed,1845,Friday,29.77502925,-95.21778736,Clear
11229957,Harris,Not Injured,237,Saturday,29.78488058,-95.63446298,Clear
11231735,Harris,Not Injured,2202,Saturday,29.76776789,-95.34414356,Clear
11243329,Harris,Not Injured,113,Saturday,29.74467481,-95.39052308,Clear
11243734,Harris,Possible Injury,630,Saturday,29.77427536,-95.31514313,Clear
11318806,Harris,Non-Incapacitating Injury,215,Saturday,29.73210943,-95.38869566,Clear
11325115,Harris,Not Injured,2203,Saturday,29.7662703,-95.34755506,Clear
11326238,Harris,Non-Incapacitating Injury,1600,Saturday,29.8126148,-95.55444304,Clear
11362528,Harris,Non-Incapacitating Injury,245,Saturday,29.79790775,-95.37800029,Clear
11500442,Harris,Not Injured,2240,Saturday,29.68220963,-95.41952298,Clear
11745051,Harris,Possible Injury,159,Saturday,29.70376461,-95.57537293,Clear
11243340,Harris,Not Injured,218,Sunday,29.79263038,-95.37172304,Clear
11258431,Harris,Unknown,2337,Sunday,29.78338186,-95.45213142,Clear
11346251,Harris,Not Injured,320,Sunday,29.80259938,-95.42999316,Clear
11462173,Harris,Unknown,600,Sunday,29.82809902,-95.37050092,Clear
11780744,Harris,Not Injured,2020,Sunday,29.80587635,-95.50082939,Cloudy
12272681,Harris,Not Injured,550,Sunday,29.80981479,-95.31535309,Clear
11231739,Harris,Not Injured,35,Monday,29.80941718,-95.43974905,Clear
11254225,Harris,Not Injured,1938,Monday,29.73416481,-95.41865308,Rain
11780677,Harris,Possible Injury,1535,Monday,29.84187017,-95.51630843,Cloudy
11341575,Harris,Non-Incapacitating Injury,2120,Wednesday,29.73122626,-95.29266006,Clear
11358138,Harris,Not Injured,2221,Wednesday,29.699691,-95.38203719,Fog
11772369,Harris,Incapacitating Injury,30,Wednesday,29.85680477,-95.39363308,Clear
11772375,Harris,Not Injured,2000,Wednesday,29.64767528,-95.50839679,Clear
11772377,Harris,Non-Incapacitating Injury,224,Wednesday,29.78168479,-95.18687313,Clear
11934991,Harris,Not Injured,20,Wednesday,29.73014481,-95.46853874,Cloudy
11305918,Harris,Not Injured,1140,Thursday,29.76900482,-95.34161377,Clear
11478372,Harris,Not Injured,2220,Thursday,29.67399793,-95.57731738,Clear
11530905,Harris,Incapacitating Injury,2120,Thursday,29.72274246,-95.33641212,Clear
11772416,Harris,Not Injured,1823,Thursday,29.76832865,-95.38290092,Clear
11243086,Harris,Incapacitating Injury,1450,Friday,29.70947481,-95.37397308,Clear
11266637,Harris,Not Injured,139,Friday,29.67517466,-95.40331402,Clear
11337487,Harris,Non-Incapacitating Injury,2100,Friday,29.87008409,-95.3795663,Clear
11347299,Harris,Not Injured,11,Friday,29.74168231,-95.35928477,Clear
11347544,Harris,Not Injured,2239,Friday,29.7703748,-95.35238309,Clear
11363079,Harris,Possible Injury,140,Friday,29.7508336,-95.33492308,Clear
11415916,Harris,Not Injured,2319,Friday,29.56199644,-95.14061768,Clear
11449307,Harris,Non-Incapacitating Injury,1815,Friday,29.65799286,-95.38378455,Clear
11268730,Harris,Not Injured,2140,Saturday,29.80302658,-95.39207514,Clear
11326671,Harris,Not Injured,2250,Saturday,29.8625896,-95.35295357,Clear
11326678,Harris,Not Injured,1719,Saturday,29.63572583,-95.42575268,Cloudy
11357004,Harris,Non-Incapacitating Injury,1650,Saturday,29.68895482,-95.58764304,Clear
11427204,Harris,Incapacitating Injury,314,Saturday,29.81026478,-95.35261309,Clear
11462169,Harris,Unknown,640,Saturday,29.69803563,-95.48686493,Clear
11548066,Harris,Possible Injury,735,Saturday,29.70398482,-95.51119306,Clear
11869372,Harris,Killed,600,Saturday,29.68705224,-95.53141785,Clear
11899955,Harris,Killed,2210,Saturday,29.83819324,-95.48890724,Clear
11237491,Harris,Non-Incapacitating Injury,322,Sunday,29.78441231,-95.52535519,Clear
11268484,Harris,Not Injured,135,Sunday,29.75252566,-95.35390781,Clear
11309844,Harris,Possible Injury,535,Sunday,29.83207479,-95.55971304,Clear
11314356,Fort Bend,Not Injured,1750,Sunday,29.66068,-95.59793303,Clear
11325440,Harris,Not Injured,340,Sunday,29.7700448,-95.40190308,Clear
11346009,Harris,Unknown,430,Sunday,29.81283802,-95.4111059,Clear
11358121,Harris,Not Injured,2020,Sunday,29.92496885,-95.40864111,Clear
11395644,Harris,Non-Incapacitating Injury,410,Sunday,29.77978131,-95.45239922,Clear
11397360,Harris,Not Injured,445,Sunday,29.84145578,-95.49259488,Clear
11398813,Harris,Not Injured,145,Sunday,29.8481596,-95.3844739,Clear
