Crash ID,County,Crash Severity,Crash Time,Day of Week,Latitude,Longitude,Weather Condition
13128794,Harris,Not Injured,1248,Saturday,29.95555188,-95.55359909,Cloudy
13146036,Harris,Not Injured,1330,Sunday,29.70611481,-95.41257308,Cloudy
13126322,Harris,Not Injured,1400,Wednesday,29.85946478,-95.34310309,Clear
13128423,Harris,Not Injured,643,Friday,29.85662478,-95.3274331,Clear
13154503,Harris,Unknown,1845,Sunday,29.62088356,-95.41670082,Clear
13145928,Harris,Not Injured,1915,Wednesday,29.72386481,-95.48904306,Rain
13135859,Harris,Not Injured,2105,Thursday,29.85171849,-95.40300337,Clear
13135860,Harris,Not Injured,2110,Thursday,29.85359772,-95.4030222,Clear
13139630,Harris,Non-Incapacitating Injury,2330,Thursday,29.71464279,-95.31460782,Clear
13141860,Harris,Unknown,2315,Thursday,29.81860252,-95.31349739,Cloudy
13141783,Harris,Not Injured,2123,Saturday,29.87626414,-95.30070309,Clear
13160082,Harris,Not Injured,2220,Thursday,29.69720025,-95.28874724,Clear
13156571,Harris,Possible Injury,1050,Friday,29.7931848,-95.52224305,Clear
13190067,Harris,Killed,1512,Thursday,29.81016287,-95.34287605,Clear
13160310,Harris,Possible Injury,1530,Friday,29.56671597,-95.14519491,Cloudy
13168083,Harris,Not Injured,2035,Sunday,29.6853009,-95.39658956,Clear
13182209,Harris,Killed,2014,Sunday,29.85036585,-95.25545058,Clear
13183487,Harris,Possible Injury,1610,Monday,29.67557482,-95.50695306,Clear
13179992,Harris,Unknown,2309,Saturday,29.85447478,-95.47321306,Clear
13192489,Harris,Not Injured,630,Saturday,29.71219863,-95.53896612,Clear
13203188,Harris,Possible Injury,2120,Monday,29.81330081,-95.32425289,Clear
13184734,Harris,Not Injured,1230,Friday,29.8073125,-95.38936554,Cloudy
13195907,Harris,Killed,800,Saturday,29.86562197,-95.53787863,Cloudy
13192985,Harris,Not Injured,952,Tuesday,29.73080064,-95.3682828,Clear
13193343,Harris,Not Injured,700,Thursday,29.67456482,-95.51287306,Cloudy
13195850,Harris,Not Injured,1740,Saturday,29.70348005,-95.60763029,Cloudy
13202898,Harris,Not Injured,730,Sunday,29.71592833,-95.36663393,Clear
13198226,Harris,Not Injured,348,Monday,29.84544478,-95.39322349,Clear
13280170,Harris,Non-Incapacitating Injury,1426,Wednesday,29.67919482,-95.36726309,Cloudy
13206162,Harris,Not Injured,750,Saturday,29.71258832,-95.29472874,Clear
13208099,Harris,Possible Injury,2220,Sunday,29.61800483,-95.49283306,Clear
13244478,Harris,Non-Incapacitating Injury,1300,Wednesday,29.86567478,-95.48650886,Rain
13225195,Harris,Killed,520,Thursday,29.7591787,-95.35089522,Rain
13228765,Harris,Not Injured,155,Saturday,29.57542676,-95.17386679,Clear
14531390,Harris,Killed,635,Tuesday,29.8314448,-95.79014298,Clear
13277616,Harris,Killed,45,Tuesday,29.66698042,-95.46324737,Clear
13240316,Harris,Non-Incapacitating Injury,15,Wednesday,29.7424248,-95.3243231,Cloudy
13253518,Harris,Not Injured,1330,Wednesday,29.85066647,-95.28414575,Clear
13252520,Harris,Killed,533,Saturday,29.72924707,-95.43320293,Cloudy
13255609,Harris,Not Injured,2109,Sunday,29.7961948,-95.39793308,Clear
13258446,Harris,Possible Injury,120,Sunday,29.68349396,-95.35589507,Clear
13255504,Harris,Possible Injury,730,Monday,29.69118482,-95.3528831,Clear
13262545,Harris,Not Injured,1950,Thursday,29.87726806,-95.41182942,Cloudy
13293183,Harris,Possible Injury,1450,Thursday,29.71335481,-95.40656308,Cloudy
13296728,Harris,Incapacitating Injury,120,Sunday,29.83576742,-95.3447032,Clear
13287548,Harris,Not Injured,1732,Monday,29.92490476,-95.40861307,Clear
13279745,Harris,Possible Injury,620,Tuesday,29.63003256,-95.17097056,Clear
13306107,Harris,Killed,1536,Thursday,29.78380188,-95.33981652,Clear
13327167,Harris,Possible Injury,1742,Saturday,29.9658584,-95.42988312,Cloudy
13308913,Harris,Possible Injury,200,Sunday,29.65891075,-95.50852735,Clear
13324032,Harris,Unknown,312,Sunday,29.88508951,-95.30755854,Clear
13294056,Harris,Killed,2215,Tuesday,29.62635911,-95.51797526,Cloudy
13297195,Harris,Killed,1300,Monday,29.84817478,-95.32379,Clear
13302122,Harris,Possible Injury,130,Tuesday,29.8330839,-95.47312625,Clear
13313133,Harris,Possible Injury,2328,Thursday,29.74380493,-95.36084747,Clear
13312619,Harris,Possible Injury,2014,Monday,29.65798482,-95.27682155,Clear
13319228,Harris,Killed,1015,Tuesday,29.55366723,-95.15433537,Cloudy
13322091,Harris,Not Injured,1520,Sunday,29.79322447,-95.35121888,Clear
13336829,Harris,Possible Injury,521,Sunday,29.68475965,-95.52865305,Clear
13351077,Harris,Killed,610,Wednesday,29.57075598,-95.16985501,Clear
13346094,Harris,Non-Incapacitating Injury,1835,Friday,29.79484556,-95.26938206,Clear
13346246,Harris,Not Injured,1430,Wednesday,29.83724067,-95.30201999,Clear
13347080,Harris,Killed,1820,Friday,29.80431742,-95.29148162,Clear
13378968,Harris,Not Injured,1115,Friday,29.74663481,-95.44906307,Clear
13381333,Harris,Possible Injury,800,Sunday,29.69644878,-95.29155173,Clear
13367055,Harris,Possible Injury,2007,Thursday,29.58570563,-95.183215,Clear
13379468,Harris,Possible Injury,100,Sunday,29.81119027,-95.54526304,Cloudy
13381685,Harris,Possible Injury,1935,Monday,29.65849561,-95.35388601,Clear
13382680,Harris,Not Injured,103,Wednesday,29.68079567,-95.35590363,Clear
13392988,Harris,Not Injured,2215,Monday,29.79439259,-95.33840642,Cloudy
13408422,Harris,Not Injured,2331,Friday,29.77990556,-95.45264632,Cloudy
13425128,Harris,Killed,1303,Tuesday,29.63755829,-95.33294629,Cloudy
13418526,Harris,Killed,830,Sunday,29.68097004,-95.45814572,Cloudy
13430188,Harris,Not Injured,1835,Thursday,29.75438993,-95.62380171,Cloudy
13430182,Harris,Not Injured,1730,Friday,29.81953481,-95.46109238,Clear
13436780,Harris,Not Injured,2000,Saturday,29.8415606,-95.36745379,Clear
13430944,Harris,Possible Injury,1210,Tuesday,29.83130478,-95.3020731,Clear
13457865,Harris,Possible Injury,1300,Tuesday,29.8153848,-95.54528304,Clear
13454526,Harris,Non-Incapacitating Injury,1820,Friday,29.73061246,-95.41838711,Cloudy
13443460,Harris,Not Injured,1159,Monday,29.84928814,-95.34239251,Clear
13505529,Harris,Not Injured,2322,Saturday,29.84114918,-95.41122901,Clear
13490309,Harris,Killed,1050,Monday,29.66390027,-95.33701332,Cloudy
13491994,Harris,Possible Injury,810,Tuesday,29.73799394,-95.47431411,Clear
13551905,Harris,Not Injured,40,Thursday,29.73691366,-95.37192801,Clear
13481535,Harris,Non-Incapacitating Injury,1924,Friday,29.83144479,-95.42959307,Clear
13489112,Harris,Not Injured,1815,Thursday,29.6763963,-95.35597681,Clear
13489974,Harris,Not Injured,1230,Thursday,29.67551843,-95.33211762,Clear
13490121,Harris,Possible Injury,1729,Saturday,29.62644435,-95.3063093,Cloudy
13540741,Harris,Killed,645,Tuesday,29.86130729,-95.30060623,Clear
13515058,Harris,Possible Injury,1900,Thursday,29.72207482,-95.55796304,Clear
13523857,Harris,Possible Injury,1455,Saturday,29.81731183,-95.47375632,Clear
13524202,Harris,Non-Incapacitating Injury,1750,Saturday,29.70878481,-95.57139304,Clear
13531119,Harris,Not Injured,1305,Thursday,30.04940474,-95.24059311,Cloudy
13526610,Harris,Killed,2154,Friday,29.809369,-95.31800988,Clear
13538548,Harris,Possible Injury,1839,Saturday,29.74086231,-95.35565656,Clear
13538698,Harris,Possible Injury,1320,Saturday,29.73623521,-95.60065647,Clear
13543417,Harris,Possible Injury,1950,Saturday,29.74273348,-95.30271288,Clear
13548720,Harris,Not Injured,2100,Saturday,30.07543473,-95.17621312,Cloudy
13555441,Harris,Possible Injury,1020,Thursday,29.78479837,-95.60658093,Cloudy
13568746,Harris,Not Injured,2036,Thursday,29.81953437,-95.41047246,Clear
13580194,Harris,Not Injured,2130,Thursday,29.87799478,-95.56735302,Clear
13554814,Harris,Possible Injury,1546,Saturday,29.68296291,-95.34667613,Clear
13560485,Harris,Possible Injury,2025,Wednesday,29.77667752,-95.64450593,Clear
13582027,Harris,Killed,2115,Friday,29.73573194,-95.63359361,Cloudy
13585355,Harris,Not Injured,2025,Thursday,29.71664642,-95.55188768,Cloudy
13587613,Harris,Not Injured,1722,Friday,29.64416609,-95.50820537,Clear
13618431,Harris,Not Injured,1900,Monday,29.7515648,-95.54808304,Rain
13598305,Harris,Possible Injury,1905,Wednesday,29.95671677,-95.54267638,Clear
13612205,Harris,Not Injured,2055,Sunday,29.85280856,-95.2930725,Clear
13696552,Harris,Not Injured,730,Sunday,29.70279127,-95.35228638,Clear
13620843,Harris,Killed,2220,Tuesday,29.66907248,-95.26229607,Cloudy
13635327,Harris,Not Injured,2210,Sunday,29.69014157,-95.53417209,Clear
13650529,Harris,Possible Injury,1945,Wednesday,29.67530483,-95.55132305,Clear
13646654,Harris,Possible Injury,1945,Friday,29.64536605,-95.23283543,Clear
13653600,Harris,Not Injured,1210,Wednesday,29.73559389,-95.64409598,Clear
13668337,Harris,Killed,1920,Thursday,29.66509019,-95.36824324,Rain
13657326,Harris,Not Injured,2138,Friday,29.68115655,-95.35436547,Clear
13658032,Harris,Not Injured,2110,Sunday,29.7704593,-95.215255,Clear
13669656,Harris,Non-Incapacitating Injury,1712,Saturday,29.79193479,-95.26738311,Clear
13671564,Harris,Possible Injury,2105,Saturday,29.89101128,-95.4121251,Rain
13676701,Harris,Not Injured,2020,Tuesday,29.80274479,-95.28126311,Clear
13679532,Harris,Not Injured,2116,Friday,29.6890845,-95.54799983,Clear
13689280,Harris,Possible Injury,1420,Friday,29.6906915,-95.55718172,Rain
13683668,Harris,Non-Incapacitating Injury,1144,Monday,29.66690035,-95.27882118,Rain
13705019,Fort Bend,Possible Injury,1730,Wednesday,29.60027484,-95.50277306,Clear
13702164,Harris,Not Injured,2330,Thursday,29.83263541,-95.28444311,Clear
13689135,Harris,Killed,300,Friday,29.587058,-95.18389824,Clear
13699833,Harris,Non-Incapacitating Injury,2300,Tuesday,29.77067661,-95.18638115,Clear
13705159,Harris,Possible Injury,1900,Thursday,29.81310479,-95.42930307,Cloudy
13705090,Harris,Possible Injury,1741,Saturday,29.72345904,-95.37721838,Clear
13736989,Harris,Non-Incapacitating Injury,2005,Sunday,29.71864,-95.48488194,Clear
13709262,Harris,Not Injured,2025,Monday,29.71016271,-95.2863009,Clear
13784608,Harris,Incapacitating Injury,1140,Tuesday,29.73781697,-95.4843432,Clear
13714085,Harris,Killed,2320,Wednesday,29.77802664,-95.28466315,Cloudy
13713047,Harris,Not Injured,29,Thursday,29.60013078,-95.28590677,Clear
13760240,Harris,Possible Injury,2045,Thursday,29.69585735,-95.35513386,Clear
13724326,Harris,Possible Injury,1354,Wednesday,29.82381702,-95.31863446,Clear
13725906,Harris,Incapacitating Injury,1200,Saturday,29.86698478,-95.45333306,Clear
13746239,Harris,Killed,2105,Friday,29.96521442,-95.54045261,Cloudy
13782677,Harris,Not Injured,1937,Sunday,29.87607589,-95.28475436,Cloudy
13747715,Harris,Not Injured,415,Wednesday,29.75925655,-95.29463245,Clear
13771387,Harris,Killed,1415,Tuesday,29.66063231,-95.36815426,Clear
13754613,Harris,Not Injured,850,Wednesday,29.8007671,-95.39439529,Cloudy
13776821,Harris,Killed,5,Friday,29.68351902,-95.28692732,Fog
13782612,Harris,Not Injured,1522,Monday,29.67011283,-95.35498513,Clear
13782756,Harris,Not Injured,345,Monday,29.74908109,-95.40977294,Clear
13768064,Harris,Possible Injury,2132,Wednesday,29.68631482,-95.36464309,Clear
13770612,Harris,Not Injured,2159,Friday,29.70391482,-95.57536304,Clear
13771166,Harris,Not Injured,1900,Saturday,29.69865593,-95.50096927,Clear
13777679,Harris,Non-Incapacitating Injury,717,Wednesday,29.81399244,-95.38845718,Clear
13788890,Harris,Killed,500,Wednesday,29.77506791,-95.3135131,Clear
13847138,Harris,Possible Injury,1030,Wednesday,29.64086452,-95.23550243,Clear
13820863,Harris,Killed,1145,Thursday,29.76897847,-95.1910843,Clear
13795893,Harris,Not Injured,830,Friday,29.77907925,-95.4754551,Cloudy
13784806,Harris,Incapacitating Injury,905,Sunday,29.67125483,-95.52856855,Clear
13803081,Harris,Not Injured,515,Monday,29.73628992,-95.52519789,Rain
13788785,Harris,Possible Injury,1740,Tuesday,29.78488135,-95.65146941,Clear
13792955,Harris,Not Injured,802,Saturday,29.7613548,-95.39242308,Cloudy
13798044,Harris,Not Injured,35,Tuesday,29.84862478,-95.28493311,Clear
13799491,Harris,Possible Injury,825,Tuesday,29.94155739,-95.41430619,Clear
13804439,Harris,Not Injured,2300,Tuesday,29.71917263,-95.32227268,Cloudy
13855707,Harris,Killed,2043,Wednesday,29.68689063,-95.37914092,Cloudy
13804067,Harris,Not Injured,2010,Saturday,29.87068666,-95.43662269,Clear
13909545,Harris,Possible Injury,1317,Monday,29.82896402,-95.39794966,Clear
13813562,Fort Bend,Killed,1245,Wednesday,29.5800674,-95.5145972,Clear
13846969,Harris,Possible Injury,2250,Saturday,29.82494588,-95.49251078,Clear
13843291,Harris,Not Injured,2116,Monday,29.84701864,-95.43699066,Clear
13843872,Harris,Killed,2300,Wednesday,29.73693792,-95.55733019,Rain
13826458,Harris,Not Injured,2039,Friday,29.71320285,-95.6047418,Rain
13837881,Harris,Possible Injury,1626,Friday,29.66647481,-95.48229,Clear
13847083,Harris,Non-Incapacitating Injury,2149,Friday,29.70611717,-95.34344541,Clear
13883760,Harris,Not Injured,25,Sunday,29.72188234,-95.55743561,Clear
13845122,Harris,Killed,1445,Monday,29.66882514,-95.38268634,Clear
13908883,Harris,Not Injured,2046,Wednesday,29.86431701,-95.30062363,Clear
13860075,Harris,Possible Injury,1200,Friday,29.65594482,-95.50848306,Clear
13862445,Harris,Non-Incapacitating Injury,1650,Friday,29.79959042,-95.27557495,Cloudy
13870484,Harris,Possible Injury,1552,Monday,29.81288022,-95.40767832,Clear
13884574,Harris,Possible Injury,749,Monday,29.74061522,-95.46530887,Cloudy
13920941,Harris,Killed,229,Saturday,29.69552686,-95.2980405,Clear
13911006,Harris,Not Injured,32,Tuesday,29.78441596,-95.57572892,Cloudy
13909650,Harris,Not Injured,915,Wednesday,29.75194965,-95.33723322,Clear
13961105,Harris,Non-Incapacitating Injury,1142,Friday,29.80278739,-95.48490235,Clear
13930597,Harris,Not Injured,815,Wednesday,29.76095476,-95.35674574,Cloudy
13973006,Harris,Non-Incapacitating Injury,1915,Saturday,29.94028476,-95.40706307,Cloudy
13958394,Harris,Not Injured,1545,Tuesday,29.72749776,-95.53924133,Clear
14102695,Harris,Not Injured,1400,Friday,29.78486867,-95.63650816,Clear
13969447,Harris,Not Injured,1131,Sunday,29.86398239,-95.45891323,Clear
13989822,Harris,Non-Incapacitating Injury,2330,Monday,29.66938863,-95.60868639,Clear
13982553,Harris,Killed,1940,Tuesday,29.94617,-95.33136309,Cloudy
13974034,Harris,Non-Incapacitating Injury,627,Wednesday,29.72943283,-95.38418986,Clear
13974974,Harris,Non-Incapacitating Injury,120,Wednesday,29.77630064,-95.31925533,Clear
14004887,Harris,Possible Injury,2238,Thursday,29.72971998,-95.64398786,Clear
13973873,Harris,Possible Injury,900,Friday,29.73201468,-95.64401412,Clear
13974197,Harris,Killed,1558,Saturday,29.69367579,-95.34839052,Clear
13984656,Harris,Not Injured,1805,Friday,29.86126479,-95.51551305,Clear
14005709,Harris,Non-Incapacitating Injury,1545,Sunday,29.89518573,-95.42520509,Cloudy
13990885,Harris,Not Injured,1915,Tuesday,29.59035016,-95.22049271,Cloudy
13998150,Harris,Not Injured,217,Sunday,29.65736634,-95.58685672,Clear
13997408,Harris,Possible Injury,10,Monday,29.8714856,-95.29994113,Cloudy
14003153,Harris,Not Injured,1051,Monday,29.85980477,-95.2915031,Clear
14008558,Harris,Killed,50,Monday,29.80375239,-95.37245841,Clear
14001814,Harris,Non-Incapacitating Injury,1840,Tuesday,29.67322482,-95.43994307,Clear
14015616,Harris,Not Injured,1559,Tuesday,29.56012057,-95.17683297,Clear
14003526,Harris,Possible Injury,850,Wednesday,29.71191074,-95.5573564,Clear
14006253,Harris,Non-Incapacitating Injury,1110,Sunday,29.90262753,-95.41234305,Cloudy
14012818,Harris,Possible Injury,1915,Wednesday,29.85928478,-95.40309308,Clear
14018772,Harris,Killed,2245,Thursday,29.65717219,-95.48394622,Clear
14026127,Harris,Not Injured,1640,Thursday,29.73299754,-95.59873882,Clear
14028509,Harris,Killed,754,Saturday,29.78636275,-95.35200257,Cloudy
14025299,Harris,Not Injured,910,Sunday,29.93173477,-95.41758307,Clear
14024262,Harris,Possible Injury,1840,Monday,29.68247482,-95.36621309,Clear
14039828,Harris,Possible Injury,1347,Wednesday,29.70813072,-95.35721859,Rain
14040027,Harris,Killed,1803,Monday,29.62289482,-95.19972314,Clear
14039211,Harris,Non-Incapacitating Injury,1525,Thursday,29.95072648,-95.39477481,Cloudy
14046919,Harris,Possible Injury,2230,Thursday,29.7846443,-95.57258507,Clear
14053313,Harris,Incapacitating Injury,1710,Friday,29.70412252,-95.31317551,Clear
14053442,Harris,Possible Injury,1940,Friday,30.06928473,-95.20814312,Clear
14114806,Harris,Killed,2330,Friday,29.7846431,-95.57242711,Clear
14081285,Harris,Non-Incapacitating Injury,1300,Saturday,29.72881891,-95.35756345,Cloudy
14077938,Harris,Not Injured,1525,Thursday,29.66650756,-95.31725215,Clear
14087570,Harris,Killed,1403,Thursday,29.95691496,-95.54291154,Clear
14089481,Harris,Not Injured,25,Sunday,29.73570481,-95.3339331,Clear
14123273,Harris,Not Injured,1155,Thursday,29.93774001,-95.43251124,Clear
14106914,Harris,Killed,30,Friday,29.94910387,-95.42051297,Clear
14142997,Harris,Not Injured,820,Sunday,29.72954424,-95.72024114,Clear
14105210,Harris,Not Injured,850,Tuesday,29.55700019,-95.14842987,Clear
14115781,Harris,Killed,1436,Thursday,29.76472701,-95.34300551,Clear
14112258,Harris,Possible Injury,156,Saturday,29.7906948,-95.55367304,Clear
14179523,Harris,Not Injured,1855,Friday,29.74508132,-95.37177593,Cloudy
14149856,Harris,Not Injured,2145,Monday,29.72158939,-95.52041296,Clear
14145937,Harris,Unknown,2020,Friday,29.65294209,-95.49214306,Clear
14153424,Harris,Possible Injury,1930,Tuesday,29.65507483,-95.43854808,Cloudy
14170165,Harris,Not Injured,1547,Friday,29.59967761,-95.28475821,Clear
14170922,Harris,Not Injured,540,Saturday,29.72979439,-95.36187416,Rain
14163787,Harris,Possible Injury,235,Sunday,29.8003248,-95.6885388,Clear
14213442,Harris,Not Injured,747,Friday,29.81039402,-95.50661701,Cloudy
14170349,Harris,Possible Injury,1912,Saturday,29.82399479,-95.47305306,Clear
14180160,Harris,Not Injured,206,Sunday,29.75874983,-95.55798184,Clear
14199570,Harris,Possible Injury,1803,Sunday,29.72625488,-95.4603402,Clear
14175473,Harris,Not Injured,1727,Monday,29.56085043,-95.1157493,Cloudy
14179030,Harris,Possible Injury,610,Monday,29.81837077,-95.48323252,Cloudy
14180199,Harris,Possible Injury,115,Monday,29.74767056,-95.55778882,Cloudy
14182967,Harris,Non-Incapacitating Injury,245,Friday,29.71106194,-95.31782153,Rain
14193292,Harris,Killed,123,Sunday,29.71013481,-95.26145312,Cloudy
14195107,Harris,Not Injured,1402,Sunday,29.77998168,-95.56296933,Cloudy
14195344,Harris,Not Injured,2205,Sunday,29.5565289,-95.14370766,Cloudy
14199011,Harris,Killed,2018,Wednesday,29.82261254,-95.54291287,Clear
14211604,Harris,Killed,1625,Wednesday,29.82121333,-95.33526025,Cloudy
14223105,Harris,Not Injured,1955,Thursday,29.88058861,-95.45996341,Cloudy
14241148,Harris,Not Injured,1040,Thursday,29.81136359,-95.41236499,Cloudy
14203177,Harris,Not Injured,1845,Saturday,29.72566805,-95.46745645,Clear
14222272,Harris,Incapacitating Injury,1330,Wednesday,29.65909988,-95.3554888,Cloudy
14216342,Harris,Not Injured,2205,Thursday,29.55645341,-95.12358087,Clear
14238146,Harris,Not Injured,8,Friday,29.79462479,-95.3372331,Clear
15188362,Harris,Not Injured,1900,Saturday,29.72808398,-95.55751497,Clear
14231105,Harris,Not Injured,535,Sunday,29.74114413,-95.36431178,Clear
14238263,Harris,Killed,1119,Sunday,29.70089453,-95.29375271,Clear
14232151,Harris,Not Injured,725,Monday,29.81919346,-95.45640399,Clear
14660861,Harris,Possible Injury,835,Wednesday,29.85656767,-95.32970242,Clear
15116077,Harris,Not Injured,1926,Wednesday,29.66919518,-95.26237488,Rain
14250204,Harris,Unknown,2010,Friday,29.74465,-95.40547142,Clear
14245172,Harris,Possible Injury,1437,Tuesday,29.84805478,-95.32398112,Clear
14248931,Harris,Not Injured,1615,Friday,29.74262268,-95.53847608,Clear
14256590,Harris,Non-Incapacitating Injury,1240,Saturday,29.72579863,-95.48494791,Cloudy
14252245,Harris,Possible Injury,1417,Sunday,29.65620483,-95.54250305,Cloudy
14252246,Harris,Not Injured,1416,Sunday,29.65740517,-95.54243631,Cloudy
14261543,Harris,Not Injured,1050,Thursday,29.86726479,-95.56426304,Cloudy
14265492,Harris,Not Injured,1215,Friday,29.85774545,-95.42835731,Clear
14268701,Harris,Not Injured,1140,Wednesday,29.5754616,-95.17389671,Clear
14302621,Harris,Non-Incapacitating Injury,1330,Saturday,29.85048479,-95.48897305,Clear
14286080,Harris,Killed,1245,Friday,29.6734132,-95.29017358,Cloudy
14290957,Harris,Possible Injury,1340,Saturday,29.72938481,-95.3264431,Cloudy
14303404,Harris,Possible Injury,1625,Sunday,29.56781483,-95.13250316,Clear
14957811,Harris,Not Injured,2238,Wednesday,29.71628277,-95.28263548,Clear
14345368,Harris,Killed,1625,Saturday,29.7888548,-95.64842302,Clear
14337044,Harris,Possible Injury,2241,Friday,29.82829021,-95.37471348,Cloudy
14337690,Harris,Not Injured,740,Friday,29.7492148,-95.58574303,Cloudy
14337695,Harris,Not Injured,735,Friday,29.75073741,-95.58644194,Cloudy
14343299,Harris,Not Injured,1440,Saturday,29.81398577,-95.56369269,Rain
14359916,Harris,Not Injured,1920,Sunday,29.64613085,-95.55082903,Clear
14348428,Harris,Not Injured,2007,Wednesday,29.76129998,-95.39242201,Clear
14358458,Harris,Possible Injury,2010,Wednesday,29.75953316,-95.40875111,Clear
14348390,Harris,Possible Injury,427,Friday,29.67722816,-95.48175114,Clear
14352341,Harris,Not Injured,36,Saturday,29.7507348,-95.37113309,Clear
14409328,Harris,Not Injured,1834,Tuesday,29.82822479,-95.39973308,Clear
14373843,Harris,Not Injured,1540,Wednesday,29.87087588,-95.5639849,Clear
14438580,Harris,Not Injured,2148,Sunday,29.753998,-95.52878022,Clear
14364435,Harris,Not Injured,1345,Monday,29.79704479,-95.30669628,Cloudy
14368107,Harris,Possible Injury,1750,Tuesday,29.77178563,-95.47857003,Clear
14376791,Harris,Possible Injury,10,Monday,29.86982596,-95.39778406,Cloudy
14379217,Harris,Not Injured,1900,Monday,29.74737481,-95.39639308,Clear
14391735,Harris,Possible Injury,1257,Sunday,29.67768504,-95.42758202,Clear
14407318,Harris,Not Injured,1605,Saturday,29.66971482,-95.3252731,Clear
14402883,Harris,Possible Injury,1529,Sunday,29.70906497,-95.40146237,Clear
14409320,Harris,Killed,1810,Sunday,29.77427535,-95.31513949,Clear
14424074,Harris,Killed,1640,Sunday,29.72451091,-95.33692327,Clear
14431050,Harris,Possible Injury,1733,Sunday,29.72759777,-95.44138619,Clear
15075635,Harris,Not Injured,1718,Thursday,29.7735248,-95.54212304,Clear
14436722,Harris,Killed,310,Friday,29.68218111,-95.57005568,Clear
14449193,Harris,Possible Injury,1936,Sunday,29.84139479,-95.48890305,Clear
14442281,Fort Bend,Non-Incapacitating Injury,2025,Monday,29.58462892,-95.46639266,Cloudy
14442371,Harris,Not Injured,1500,Tuesday,29.65158929,-95.50843312,Clear
14460466,Harris,Killed,120,Saturday,29.90321946,-95.41235403,Clear
14467738,Harris,Non-Incapacitating Injury,1600,Saturday,29.65855482,-95.3488631,Cloudy
14461217,Harris,Not Injured,118,Sunday,29.7736887,-95.24752722,Cloudy
15075414,Harris,Non-Incapacitating Injury,1335,Monday,29.56772921,-95.13235405,Clear
14478851,Harris,Possible Injury,730,Thursday,29.87126478,-95.3005731,Clear
14529005,Harris,Killed,1410,Friday,29.81862479,-95.26985311,Clear
14475079,Harris,Possible Injury,1107,Saturday,29.7566948,-95.37216309,Clear
14500841,Harris,Killed,709,Saturday,29.78982739,-95.3717562,Clear
14494200,Harris,Not Injured,2050,Friday,29.78642074,-95.38075547,Clear
14497143,Harris,Incapacitating Injury,1945,Friday,29.98151476,-95.34739014,Clear
14516440,Harris,Killed,2118,Friday,29.71472482,-95.59638303,Cloudy
14505249,Harris,Not Injured,2200,Monday,29.88663066,-95.50441676,Clear
14514204,Harris,Killed,7,Tuesday,29.84106647,-95.44151704,Cloudy
14532052,Harris,Non-Incapacitating Injury,1050,Friday,29.78068455,-95.4539644,Cloudy
14545890,Harris,Not Injured,1515,Thursday,29.66656782,-95.36940538,Clear
14549110,Harris,Incapacitating Injury,830,Saturday,29.67907662,-95.58441485,Cloudy
15065244,Harris,Not Injured,625,Sunday,29.83108221,-95.695023,Clear
14557961,Harris,Killed,2255,Monday,29.94691287,-95.29269793,Cloudy
15074673,Harris,Not Injured,630,Monday,29.9601119,-95.54661429,Clear
14564468,Harris,Not Injured,1745,Friday,29.73734946,-95.52494299,Clear
14622112,Harris,Killed,1645,Friday,29.73101678,-95.40446458,Clear
14574342,Harris,Not Injured,2305,Sunday,29.72775789,-95.57574889,Cloudy
14585568,Harris,Not Injured,1900,Sunday,29.67698931,-95.52850008,Clear
14587320,Harris,Incapacitating Injury,852,Saturday,29.67363482,-95.46112307,Cloudy
14596577,Harris,Killed,2210,Saturday,29.8459686,-95.39313403,Clear
14579075,Harris,Not Injured,1415,Sunday,30.03505719,-95.25415032,Clear
14590428,Harris,Possible Injury,2,Monday,29.72367481,-95.49295306,Clear
14599875,Harris,Possible Injury,1428,Tuesday,29.83955417,-95.38884903,Clear
14634420,Harris,Killed,2320,Friday,29.65004483,-95.49295306,Clear
14608509,Harris,Not Injured,1950,Wednesday,29.7783248,-95.42199307,Clear
14616308,Harris,Not Injured,41,Wednesday,29.72083468,-95.37740377,Cloudy
14616604,Harris,Not Injured,750,Friday,29.6980102,-95.24649726,Clear
14620394,Harris,Not Injured,2155,Saturday,29.68107393,-95.35464562,Clear
14660901,Harris,Not Injured,1600,Saturday,29.86464667,-95.42951762,Clear
14616564,Harris,Possible Injury,1045,Tuesday,29.67453066,-95.56072543,Rain
14629602,Harris,Possible Injury,250,Wednesday,29.77793641,-95.38061956,Clear
14629321,Harris,Non-Incapacitating Injury,1215,Friday,29.73664527,-95.55762946,Clear
14629365,Harris,Not Injured,1712,Saturday,29.71772482,-95.52006305,Clear
14626592,Harris,Not Injured,1245,Sunday,29.7037263,-95.59241525,Clear
14624471,Harris,Not Injured,245,Monday,29.68650936,-95.36456655,Clear
14627047,Harris,Incapacitating Injury,1430,Monday,29.81284789,-95.41031106,Clear
14631520,Harris,Non-Incapacitating Injury,1905,Tuesday,29.86555858,-95.48017204,Clear
14664576,Harris,Non-Incapacitating Injury,1336,Thursday,29.7011725,-95.40886922,Rain
14645427,Harris,Killed,630,Wednesday,29.73195165,-95.46001097,Clear
14648455,Harris,Killed,935,Friday,29.69792481,-95.3366531,Clear
14648083,Harris,Possible Injury,1436,Saturday,29.91374592,-95.41254293,Clear
14648990,Harris,Not Injured,1725,Saturday,29.69346486,-95.33277122,Clear
14650603,Harris,Possible Injury,2015,Saturday,29.64882482,-95.3373331,Cloudy
